text,label
هنا نجد اصحاب السوء يحضرون بقوه لان ها هولاء لم يحظروالى بعد تشجيع من اناس حولهم,Negative
هههه انا من ناحيتي هاظ الانسان الي قاعد بلنص اقرف واحد,Negative
هو بن وسخه ادمان وبالذات لو متابع اخبار وحاجات يوميه,Negative
هو رحيم بكل شىء في الكون هو الخالق فلابد ان يرزق مخلوقاته,Positive
هو فى حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف,Negative
هو نحن خلينا نخلص ام هالبرجين الللي صرلهم 16 سنه بعدين بنفكر نعمل نووي سلمي من الديسي,Negative
هو هذا اسلامك يا زاني,Negative
هؤلاء معوقين,Negative
هي عندها صوت قوي بس للاسف الحين مثل غيرها,Negative
هي فلسطين راحت من قليل يا ولاد المخنثه لعنه الله عليكم فظحتونا,Negative
هيك بدهم الخونه اتباع ايران الاخوان المفسدون,Negative
و اذا فادنا بشي رح يكون في خساره كبيره بالاخر,Negative
و الناس يدرون شو بقول عنهم في نفسي وهم يتكلمون ما يكلمني حدا نهائي,Negative
و الى اسماء الاسد كـــس اخـــت زوجـــك :,Negative
و بحب الناس الرايقه الي بتضحك على طول,Positive
و تربت على كتوفنا تشحننا بالتفاؤل ايضا صباحك اسعد,Positive
و ما من دابه في الارض لا طائر يطير بجناحيه الا على الله رزقه,Positive
و مفيش احلى من قضاء ربنا,Positive
و نرجو لك دوام الخير المحبه من الله من الناس,Positive
و هكذا جنت على نفسها براقش,Negative
و يرزقكم من حيث لا تعلمون,Positive
واثق من نفسه الحبيب,Negative
واحد هامل,Negative
واحد واطي,Negative
وادم علينا يارب نعمه الامن والامان وسائر بلاد المسلمين,Negative
واذكر ربك اذا نسيت وقل عسى ان يهدينى ربى لاقرب من هذا رشدا,Positive
واسال الله من اثواب رحمته سترا جميلا على الزلات مشتملا وان ييسر لي سعيا اكون به مستبشرا جذلا لا باسرا وجلا *,Positive
واضح جدا ان اغلب الناس هاي عندها مشاكل نفسيه,Negative
واطي وماجور وسافل ومنحط وكريه وغبي وسطحي وحقو قرش مصدي وبيسوى صرمايه,Negative
واعظمها امه سيدنا محمد,Positive
والحاجه الي انت بتحبها دي هي مش اكتر من حاجه زينها الشيطان واقنعك بحلاوتها بس هتندم بعدين,Positive
والشرهه على الاغبياء اللي معطينك لايك,Negative
والشكرلله والفضل لله على هذه النعمه التي انعم الله علينا بها وجعلنا من الماء كل شي حي,Positive
والغناء تجد لك ??? مليون وكلهم زباله,Negative
والله احلا شيء انه الواحد يهاجر او يشتغل حرامي عشان يقدر يعيش الله لا يوفق الي كان السبب الله حرام,Negative
والله الحياه كلها بتخزي بدونكم,Negative
والله الرساله دي جاتلي في وقتها قولت اكيد ربنا بعتهالي الحمد لله وخات القرار,Positive
والله الناس دي ما شايله هم ابدا علشان كده مسخرو نفسهم او كرامتهم راحت,Negative
والله الواحد بيدعي كثيرا ان ربنا يجعلنا في طريق مستقيم,Positive
والله انا خايف انو طخوا بعد هاي الصوره,Negative
والله انك فشلت العرب,Negative
والله انك ما زليه يا شيخ اكيد مدفوعله من تحت تحت,Negative
والله انك مسخره يا عجوز,Negative
والله انك مهزله,Negative
والله انكو ما بتخافوالله,Negative
والله انو مكب نفايات نوويه انا اشتغلت بالمفاعل موقعه بعلان بالسلط,Negative
والله انو نذل,Negative
والله اول واحد سمعته منهم احسب سماعتي خربا يا بطني من الضحك والله زاحفين,Negative
والله ايلى اختشه ماتوا,Negative
والله بذل نفسي مره اثنين خمسين عشان الغرام الحلال احلى لكن مين يحس يفهم يقدر,Positive
والله تحشيش من الاخر,Negative
والله ثقف نفسك ده بيقول كلام زى الفل,Positive
والله حرام الناس مش لاقيه توكل حتى ترفعو البنزين,Negative
والله حرام تكاليف زواج ومهر واخرتها طلاق بسبب شي تافهه,Negative
والله حرام والله موتوه لشعب الاردني من وين بدنا نجيب الكو من وين يا الله ارحمو من في الارض يرحمكم من في السماء الله حرام,Negative
والله حرام يعني ما يدرون انهم مصخره,Negative
والله حرق لاخوات الكلب,Negative
والله رفعتوا راسنا يا شباب الله يقويكم,Positive
والله شككني في البرنامج انه سوبر ستار او برنامج كوميدي,Negative
والله شوي وتجيني جلطه لما ماطلعت الاولى ذيك المره,Negative
والله شويه عبط الي بيغنو والحكام كمان,Negative
والله ظلموه لجنه الطراطير,Negative
والله عاهات,Negative
والله على بالي مجنون,Negative
والله عيب بهدلتو حالكم,Negative
والله قررات من دلواتى يا مصطفى بس انا عاز رايك فى حاجات كتير,Positive
والله كذب من سوبر ستار القذر هذا,Negative
والله لو انه فايز بعرب ايدول او من هل برامج الفارطه غير تلاقي اضعاف هذا العدد ياعمي شعب بحب السح اندح,Negative
والله لو طلبوا مين اللي عندو قلب قوي ??? متر للجري مايتقدم ولا حمار عربي,Negative
والله لو يجمعونهم على شاطئ البحر الميت ويخلونهم يصرخون على اليهود ولمده 30 ثانيه ليهربون لقبرص عن طريق البحر سباحه,Negative
والله ما في اشي مزعلني الا انه اسمه محمد,Negative
والله ما يحرر عزبت بنقاليه,Negative
والله مش طبيعي حرام الله غير تنتشر السرقه النهب خرب الامان النشور,Negative
والله مش عارفه شو بدنا نسوي نشحد مثلا,Negative
والله نحن مو ناقصنا وجع قلب بس ضايل علينا النووي و صحه البشر مش برضو خطيه المسؤولين ? خلص ما عاد في شي فارق والله عحب,Negative
والله نفسى بس الواحد بيجى عليه فترات ينسى يعمل ايه بجد,Positive
والله نوفي صح لسانك,Negative
والله هبل في هبل,Negative
والله هذا الى حصل معانا ومع ناس كثيره بدل حب الحرام بحب الحلال يبدل الله كيانك,Positive
والمصحف عاهات,Negative
والنعم والاخلاق والنعم والصداقه والنعم الاخوه,Positive
وان مدحتك بالقصائد ماوفيت,Positive
وانا 100% بس شكلها هاي مو مدرسه,Negative
وانا مع انو الطاقه الشمسيه هي البديل,Negative
وانا من الناس اللي فعلا محتاجين يحاسبوا نفسهم ويصلحو من نفسهم لاننا عارفين انه لا ملجا لنا الا لله,Positive
وانت اسكت لا تتحطم,Negative
واي ناس فاظيين صج عاهات,Negative
وبعدين تري مالقت دعم,Negative
وبكل تبلد اعترف لكم  باني اقل نساء الارض صبرا,Negative
وجعتو راسي,Negative
وجعلنا من الماء كل شيء حي,Positive
وجه الفطيره قبل تعيب الناس انظر الى حالك,Negative
وجه حسن وضحكه تفتح النفس وعيون خلابه,Positive
وجهك مش الك,Negative
ودي اكسر الابتوب على راسه,Negative
وذلك ليذوقوا ايران وسوريا وشيعتهم وبال امرهم,Negative
وربي عاهات مستعصيه,Negative
وربي كلبتي جات جلست عندي اول ما فتحت هالفيديو ويوم خلص التفت لها الا والاقيها نايمه,Negative
وزير التعليم العالي: لا زياده للدعم المالي للجامعات خلال السنوات الثلاث المقبله,Negative
وسبب برفعه ضغطك,Negative
وسدئيني انكووو كلاب,Negative
وش التخلف هذا,Negative
وش جابني هنا ثقيلين دم,Negative
وش فيك معصب خلاص بعطيك اللايك الي جاني خخخ,Negative
وش هالتحف والله مساكين ماكلين مقلب بقوه,Negative
وش يحسون فيه يع,Negative
وش يحسووون فيه ناس مهبل,Negative
"وعجلت اليك ربي لترضي : كن كالمطر، اذا اقبل استبشر الناس به واذا حط نفعهم ، واذا رحل ترك اثرا نافعا فيهم واذا غاب اشتاقوا اليه .",Positive
وعرض اختي انك لاسع يادمن عساس لو بدها تضرب من هسه خايفه منك,Negative
وعلي الله قصد السبيل,Positive
وقّـف قلبو لحسن الشافعي,Negative
وقعنا ولا ما وقعنا يللي بدهم يعملوه بيعملوه,Negative
ولا انا صورتي كذا اجي اهبال هوو,Negative
ولا بقلو بيضه,Negative
ولا تنسو تبسمك في وجه اخيك صدقه,Positive
ولا جورج في الزمنات بس حرام يفضحوهم,Negative
ولا خير في امرٍ كرهت ان يطّلع عليه الناس,Negative
ولا شكل ولا صوت منين جايبينهم هالكائنات الغريبه اه يا بطني بس,Negative
ولا مستحيل يطلع واحد يفشل نفسه كذا,Negative
ولاه امرك الوهابيين يكرعون الخمر والسديقي كرعا بالسر والعلن دون تطبيق الحدود عليهم,Negative
ولك تفيييه عليك,Negative
ولك واحد كندره,Negative
ولكن كيف ان المفاعل النووي غير مضر بالبيئه فهمني ؟؟,Negative
ولكوم ما نحن ميتين من دون هالوسطه,Negative
ولو هو انسان وعنده احاسيس ممكن من هالموقف اللي الكل يشوفه يتعقد هالانسان من حياته كلها,Negative
وماذا عن التفاؤل في يوم ربيعي جميل نحقق به الامال الطوال,Positive
ومن احسن قولاممن دعالي وعمل صالحاووقال انني من المسلمين ,Positive
ومن خسئ الشيعه اخوان القرده الخنازير,Negative
ومن منطلق المسؤوليه التاريخيه للهاشميين تجاه المقدسات ياتي اهتمام الهاشميين بالقدس ومقدساتها,Positive
ونشوف اغلى الاحبه في الروضه الرحيبه,Positive
ونعم بالله العلي العظيم ونعم بالله عزوجل,Positive
ونعم بالله من اختار قرب الله فما خاب ابدا الله على دى راحه وده شعور الحمد لل,Positive
وهابي تاج راسك يا اللي تاكل من وراك اذا في الوهابيه شئ مخالف لكتاب الله سنه نبيه اذكره لا تكون كالببغاء تردد خلف الناعقين لتثبت انك على الصراط انت في هوه الخراب طنت من طنوت سوريا,Negative
وهابي عفن ومكبوت تفكيرك محصور بين فخذيك فقط لاغير الجنه اللتي ستدخلها انت لا اريد دخولها  جهنم اشرفلي واهون علي من ان اكون مع احد الوهابين المنحطين لواطيي الاطفال,Negative
وهاد اللي بخبص حكي ملوش معنا ابن مين هاد,Negative
وهاي المضروبه جايخه على وين,Negative
وهذه من اكبر المشاكل التي تؤرق الشباب في هذه الايام,Positive
وياريت بتظبط الكذب ماوش رجلي,Positive
ويحطمو رؤوسهم بارجلهم,Negative
وين القناه التافه الى تعرض هذول المعاتيه صحيح نحن في انحطاط,Negative
وين الماء كل يوم الميه مقطوعه,Negative
وين بدهم يروحو يعني خالصه,Negative
يا اخوان انتبهوا الى انه اكثر المشتركين المايعين من لبنان او سوريا وهذا حالهم لان تركوا مله الاسلام وتبعوا الميوع مع الشيطان,Negative
يا اخوان نحن قرفنا,Negative
يا اخي اطلع في صورتك بالمرايه وشوف ادائك هوه اداء فني+صوت مناسب قبل لا تفضح حالك في هيك برامج تافهه,Negative
يا اخي وين ما تروح بالاردن تخطى مناطق الشخصيات المهمه بالبلد الباقي كله مكرهه صحيه,Negative
يا ارحم الراحمين يا الله,Positive
يا الله ارحم عبدك الفقير المسكين وجميع المسلمين والمسلمات,Positive
يا الله استجب دعائي يالله مادكيت بابك يوم ورحعتني خاليه الوفاض,Positive
يا الله عالمواساه يرحم ايام زمان,Positive
يا الله كلامك بلسم,Positive
يا الله ما احلاه من خبر والله فرحتوني,Positive
يا ترى الحكومه بدها تزيد دعم المواطن الي الله يكون في عونه,Negative
يا حبيبي هاي صار للرجال تنانير؟ تفي هيك رجاله,Negative
يا خساره عليكو يا شباب المستقبل,Negative
يا رب اجعلنا من الصالحين,Positive
يا رب ارزقنا الفرح والسعاده,Positive
يا رب اريد تجديد ايماني ساعدني,Positive
يا رب استجب دعائنا وانصر اهلنا في سوريا,Positive
يا رب اسعد قلبي و قرب لي الخير,Positive
يا رب اللهم اجعلنى خير مما يظنون اغفر لى ما لا يعلمون,Positive
"يا رب ان امسيت بحزن فاصبحني بفرح، و ان نمت على ضيق فايقظني على فرج و ان كنت بحاجه فلا تكلني الا لسواك",Positive
يا رب بناتنا شبابنا كلهم يستطيعوا العمل بهذه النصيحه يا ريتا كلنا نتذكر اننا كلنا دعاه للاسلام باخلاقيتنا الصفات الحسنه,Positive
يا رب خد بيدنا يا جبرنا يا جبار السموات والارض,Positive
يا رب رضينا امنا صدقنا فارضينا برضاك عنا اجبر كسر قلوبنا هون علينا,Positive
يا رب قويني علي نفسي يا رب تقبل منا الله,Positive
يا رب نستغفرك ونتوب اليك يا رب ما لنا سواك,Positive
يا رب يا خير الرازقين ارزق اهل سوريا جميع المسلمين النصر الثبات التقوى,Positive
يا رب يكرمنا باولادنا انا دائما بشجع ابني ان يكون كالجبل الذي لا تهزه الرياح العاتيه,Positive
يا ربي شو هالولد الله مجنون مبيستحييش متاكدين انو مغربي,Negative
يا ربي هذا مستحيل يكون كائن بشري,Negative
يا ريت لو يعملوا دورات قبل الزواج,Positive
يا ريتك ما كبرت,Negative
يا سلام على الوفاء اللي اتفقد في عصرنا ويا حسرتاه على الحب الذي بات مجرد كلمات,Positive
يا سلام ما احلى ان يواسي المسلم اخاه هذه هي اخلاق الاسلام ,Positive
يا سيدي هدول عاهات ولله يعني فيك تسحب عليهم قرض من البنك كونهم عاهات,Negative
يا طيب صباحك كل خيرات,Positive
يا طيبه الخير جينا يا طيبه بالروح افتدينا,Positive
يا ظالم الك يومك,Negative
يا عطاء يامنان يا اكرم الاكرمين,Positive
يا عني علي ذكرك شكرك حسن عبادتك,Positive
يا غبي كوادر الاخوان المسلمين في كل بقعه من هالارض,Negative
يا فضيحتك يا لبنان بهيك عالم اما هيدا سكت اني ولك دخيل الله خليك ساكت,Negative
يا لطيف الله يلطف فينا يصلحنا ظاهر باطن,Positive
يا لله ارحم احبتي و شافيهم وعافيهم واعف عنهم,Positive
يا مصلح القلوب اصلح احوالنا يا مسهـل يا رب,Positive
يا مقلب القلوب ثبت قلوبنا على الاسلام,Positive
يا مقلب القلوب والابصار ثبت قلبى على دينك,Positive
يا من يرزق النعاب في عشّه هيّء لنا مقادير,Positive
يا هيك الاكل يا بلا لش الحكي,Positive
ياجماعه يقولون بشار الاسد مات,Negative
ياخساره العروبه فيك,Negative
ياخي برنامج سامج ساذج,Negative
يارب اجعلنى من الصالحين,Positive
يارب اجمع امتك علي دينك يارب وشت اعداء الدين,Positive
يارب احمينا من شرور انفسنا وسىئات اعمالنا,Positive
يارب اخرجنا من ذل المعصيه الي عز الطاعه,Positive
يارب ارزق العزيمه لاتخاذ القرار ويا رب اخلفنا خيرا منه,Positive
يارب اعنا علي ترك المعاصي ماحيينا,Positive
يارب اعيني علي دكرك وشكرك وحسن عبادتك,Positive
يارب اغفر لي ذنبي وارزقني حبك هو ربنا ممكن يكره حد لو فضل يكرر ذنبه بعد الاستغفار,Positive
يارب انت المستعان فاعنا واهدنا يارب الكون اجمع استجب,Positive
يارب اهدنا وقوى عزيمتا الى ما تحب وترضى,Positive
يارب اهدي بنات وشباب المسلمين الي ما يرضيك عنهم وكفيهم شر فتن الدنيا والاخره,Positive
يارب تهدينا الي الصراط المستقيم يارب تقبل منا,Positive
يارب توب علينا وساعدنا نتوب وبصرنا بعيوبنا لان ساعات كتير بننسه,Positive
يارب ثبتنا بعد اخذ القرار لان هو ده الاهم الاصعب,Positive
يارب دعوناك فستجب لنا وحقق لنا ماهو اصلح وافضل لنا,Positive
يارب ساعدني وقويني وساعدني اخد حبيبي,Positive
يارب طهر قلوبنا يارب اهدينا للصواب,Positive
يارب عوضنا خير مما اخذ منا,Positive
يارب قربني اليك واقترب لي اكثر,Positive
يارب كرهنى وابعدنى فيما يغضبك,Positive
يارب ناخذ القرار الصح,Positive
يارب وانت ادعيلي,Positive
يارب يتقبل منا والله العقل مو فاضي والقلب مكسور,Positive
يارب يقدرنا على ادخال المياه النظيفه لكل بيت محتاجه المياه,Positive
يارب يقوينا جميعا على طاعته وحسن عبادته,Positive
ياريت حدا عم يواسي السوريين بغربتهن للاسف باب رزق جديد للعرب,Positive
يازم والله ماعندكم غير الكذب ع الناس,Negative
"يالا من هون كس امك انت و هو، بلاش قرف و وساخه",Negative
يالله ما اروع هائولاء الناس,Positive
ياي ما ازكى هذا الاكل,Positive
يتسابقون الى جهنم و باس المصير,Negative
يجب دائما ان نعتني بالورود لكي تكبر,Positive
يجب على الحكومه العوده بالتوقيت الى الساعه الثالثه,Negative
يجب على المسلم ان يواسى اخوه فى الاسلام,Positive
يجب على كل مسلم الاعتزاز بدينه في جميع الامور صغيرها كبيرها,Positive
يجب وضع كل من تسول له نفسه مجرد ان يعمل اي تصرف لا يليق بالاردن ان يسجن يسجن شىء مخزي شويه همل زعران يخربوا الجامعات سمعه البلد,Negative
يجيز ارضاع شرق اسيا كلها لكن قياده المراه للسياره فسق وفجور,Negative
يخرب الدلع,Negative
يخرب بيتك ما ازنخك,Negative
يخسو الشيعه الخنزير,Negative
يرزق من يشاء بغير حساب,Positive
يسعد صباحك بذكر الرحمن,Positive
يشبه رغد مجنونه هيافاء,Negative
يشم الطيب ويتعطر يا دكتور,Positive
يضحكون م شاففوا انفسهم لو قلنا غنوا جابوا الععيد فالحين بس في الظرافهه الشيبان,Negative
يع بتقرف انت وسخ يع شوهاي الوساخه,Negative
يع حاسه حالي بدي استفرغ,Negative
يعتبر الترمس من المصادر الطبيعيه لفتح الشهيه وتقويه الاجسام الهزيله؛ لانه غني بالكالسيوم والفوسفور. ,Positive
يعطيك العافيه,Positive
يعني الواحد بغلط غلطه بالجامعه بدون ما ياثر عحدا غير حاله بروحوا بمنعوه يدخل كل جامعات الاردن,Negative
يعني بكل وضوح بدكوا تذلوا الشعب الاردني تخلوه كل شهور يصف طابور عشان يوخدلوا اكمن ليره,Negative
يعني دوله اللي  من وين جاي كيف وصل عشان تشوفه لجنه التحكيم مبين عليه مجنون مش شايف اشي قدامه,Negative
"يعني كل جامعات الاردن عندهم نظام، و احنا عنا خرا",Negative
يعني لو عايزين يبعوه بلغوني من القرف هاض يع يع يع,Negative
يعني ما اختار الا الاغنيــه اللي اغلب احرفها الحرف اللي يقرط فيه,Negative
يعني هيك برامج بتبين للناس وين صرنا كم صارت نسبه التخلف بين شباب امتنا,Negative
يعني يجبون كم واحد يعطونهم فلوس ويجون يستهبلوا عندهم عشان يحركون البرنامج,Negative
يلعن ابو التخلف والغباء والبياخه,Negative
يلعن ابو التفاهه,Negative
يلعن ابو الي ما بستحي,Negative
يلعن ابو هل الاشكال بس,Negative
يلعن اخت المياعه والبياخه,Negative
يلعن الساعه الي بشرت فيك,Negative
يلعن ام الازعاج,Negative
يلعن ام السخافه,Negative
يلعن شرف خواتك,Negative
يلعنك نذل وكلب,Negative
يمتاز الاردن بتنوع السياحه فيه فتنقسم السياحه الى  سياحه علاجيه   سياحه دينيه   سياحه معارض   سياحه اثار,Positive
ينور عليك ويكثر من امثالك,Positive
يهدي الله من يشاء,Positive
